storeId	comment
196154	emily wallendjack is the pastry chef, completely gifted and passionate about cooking. definitely worth visit!
82569	village voice is excited to have mama's food shop at the 2012 choiceeats food fest! full list of restaurants here:
59612	no frills, just awesome soul food. collard greens were alright, fried chicken and mac n cheese were stellar. definitely coming back when i need my fix. cash only. (3 of 4 petals via fondu)
334	try the scallops yum (via @foodspotting)
25094	good sushi and other japanese fare near nyu. sit in back. (3 of 4 petals via fondu)
265196	the yellowtail melts in your mouth. it's amazing. the chefs aren't super personable and sitting at the bar is like sitting at table on the other side of the room.
205591	good drinks but the outside service sucked.
26583	i dunno why... but when the weather always starts to turn nice, this is the place i first run to! large frozen margarita menu. about 5 blocks from the path.
261897	i come for the mango margaritas!
37934	ok this place sucks !! the salsa taste like canned tomato paste the guacamole taste so bland like avocado and salt. the margaritas were 14 dollars and they were the most regular margaritas ever 1star
11206	go to chelsea brewing company and try the beer sampler!
211609	roducing quality micro brew for over 16 years the chelsea brewing company has become staple of the chelsea piers sports and recreation complex.,,,,,,,check out what each of us thought about the beer
80608	free tours(&beer!) every hour on saturday's 2-6p.
93034	bring cash.
616	porchetta sandwich for lunch = pretty good choice!
55222	beef carpaccio, polipo, and glass of barolo. fancy mouth times.
63386	wine cellar is one of my fav rooms in the city! everything is great, but my fav is the panna cotta!
27297	the hush puppies will weigh you down all night, but they are oh so worth it.
27297	bit expensive, but it's hard to resist the hush puppies.
24953	get the hushpuppies and honey butter!
97287	you must have the fall off the porch!!!!
30260	even thought it's barbeque place, skip the beef and try the fish, it's fantastic!!
31304	no cans here but 5.50 lagunitas bottles gocraftcans.com
178822	prepare for the meat sweats
40858	i'm having... chest pains...
148897	great place. but long wait, even w\/ reservation!!
50152	my fav brunch meal is always the mexican matzo brie
38456	whether you made reservation or not you wait.
28925	$20 brunch includes 3 bloody marys, mimosas, and screwdriver. can't go wrong with that. cure that hangover with more alcohol. haha
199925	delicious margaritas bc diablo looked like frat party!!!
47991	good place with the kids.
82569	village voice is excited to have doughnut plant at the 2012 choiceeats food fest! full list of restaurants here:
24230	creme burlee, surprisingly small but packs quite taste.
30718	just remember: they're closed on mondays.
49206	the coconut, creme brã»lã©e and carrot cake are amazing. lavendar is strange but good. thru were sold out of the churro, which is supposedly amazing.
91774	the tres leches donut is classic and must!
30484	opt for the seasonal doughnuts and their amazing iced coffee. you won't be disappointed.
30476	best doughnuts ever!! and coffee and service!!
49206	eat the doughnuts? yea!!
312	hummus, baba, zatter bread, foul, lebne all of it is fantastic. so delicious.
713	pabst blue ribbon!
312	eat pickle chips
22360	tasty mac cheese, but what happened to the pigs in blanket???
15088	the pete's are amazing and the ebelskivers will blow your mind.
65107	get the 'castles': eggs, cheese and green chiles on slider buns.
40642	the menu is endless and nothing i've had here has disappointed me so far. from the chicken cutlet sandwich, to the lamb in chili to the waffles. delicious! just don't get caught taking photos.
183505	get full order of mac n cheese pancakes and half order of s'mores pancakes. enjoy with friend.
11947	prepare to wait in line, and gain 10 pounds...
62127	try the: everything
32640	santana pete could be the best sandwich i've ever had. 3 eggs turn it into stunning brunch. order it.
123414	you're going to get kicked out, put your phone down!
1267	crayons provided for your paper-tablecloth covering pleasure. too fun.
29831	crayons!!!!
38058	best wings in tribeca!
82569	winner of best use of habanero in the village voice 2011 best of issue! the habanero grapefruit marg will make you forget you're drinking tequila.
67297	best enchiladas de mole in en why see! also tamarind margaritas and mezcal micheladas!
542	habeã±ero-infused grapefruit margarita is hot. i dare u to find out how good it is
2448	coolest bar on the les. get michaelada and fish or pork tacos.
67297	sp?nglish (ñ) favorite drink is the
6243	habanero grapefruit margarita is my favorite drink in the city. drink 3 of them and you'll get weird.
17435	u need lil hot snappy? check this out: habanero-infused grapefruit margarita to start then hit up the tacos al pastor, pescado.. finish it off with any of the entrees.
6243	the micheladas are excellent.
58953	bests margarita's in the lower
211609	loved this place! young and fun\u2026 the perfect final destination for late night eats after night out perusing the plethora of nearby watering holes. check what else we said and our review.
204517	order tacos and grapefruit margarita. done.
152611	im taco fan, these were awesome. the habanero margaritas were popular with others, if you have the buds for it, go for it. me, i cant even look at them without reaching for water. too hot
14175	winterbock, wammerl (pork belly), and emüseauflauf (veg gratin). my tummy is very, very happy.
22799	definitely order anything on draft. recommend the schweinebraten, almost like pork-ish prime rib!
29949	one of the most authentic german beer halls in manhattan. thrown on some lederhosen, sit outside and order liter and pretzel.
14175	spaten optimator, obatzda, radi, wammerle, haxn. have i forgotten anything?
33560	have beer.
9	beware: cash only. but the radi, bretzel and obatzda are fantastic. and btw, i german!!!
66227	calmer in the winter.
570	look out for the football team on thursday nites and be sure to sing the zum schneider songs with them.
154106	jack is the man!
52962	amazing sushi is the best!
24436	get the superman roll. tuna avocado sala is also great.
429	some of the best tempura i've had in the east village.
429	if the duck tataki is on the specials menu, you must get it.
85787	great, quick and cheap italian option in soho.
11466	i wonder if this is common problem...
29831	some of the best italian dishes in lower manhattan for great price! good for lunch and dinner
15100	lunch special of lentil soup and prosciuto sandwich is unreal
29831	try the pasta and spot it on foodspotting!
72	always, always sit downstairs. preferably at the back corner of the bar where you can have good view of the entire room. the upstairs is for those that do not know what they are doing.
72	get the octopus, yeah. one of my absolute favs. but don't leave without also getting the suckling pig. some parts soft, some parts crispy, every part made for you
72	get the margarita pizza. sometimes, it's exactly what you need
78275	homemade pappardelle pasta with veal is where it's at.
196154	popular amongst the chef crowd after work. rustic, hearty, and fulfilling. definitely sit downstairs if you can.
24772	one if the best happy hours in soho for drinks small plates. the go chu ti kim and ke sal mari are to die for $5\/plate. beware, there are only pieces per plate and you will definitely want more
105569	for brunch, the eggs alla bolognese is amazing. the coffee, not so much.
120838	eat whatever is on the special menu- can't go wrong! pumpkin ravioli was delicious
14464	the softest desert you'll ever taste, you must try pannacotta, eggless cream flan with mix berries. more tips pics nomnomboris.com
14464	it's perfect seafood pasta tagliolini fati with shrimp, clams, mussels, scallops calamari. more tips pics nomnomboris.com
14464	you can never go wrong with some nomnom bruschetta. more tips pics nomnomboris.com
14464	wow this is great appetizer, you must try calamari alla griglia. more tips pics nomnomboris.com
89570	sunday night jazz band is great and you can't beat the $5 glasses of house wine
25094	surprisingly good sushi and (at least at lunch time) great prices and portions as well. (3 of 4 petals via fondu)
24915	good shumai..twin tuna roll
82569	winner of best brewpub in the village voice 2011 best of issue! they take limited city space and make an impressive array of craft brews.
38448	overprice and mediocre beers and bland food.
257034	beer combinations are pretty good
34460	beer. fries. pomegranate margaritas. (3 of 4 petals via fondu)
66854	the not tonight honey porter is great dark beer.
15912	the artichoke spinach dip has no artichoke to be found, don't let it mislead you.
11947	don't have the calamari... it's disgusting!
68	oktoberfest thumbs up.
118710	try the french toast ale if it's in season. if not, the indiana pale ale is usually the way yo go.
5009	the beans rice combo with the special typically will fill you up for weeks.
53759	rice and chorizo is good addition to any empanada here.
25041	they're known for the excellent gnocchi. the owner silvano marchetto is always around and may help you make your selection.
18799	lobster gnocchi is unreal. seriously life changing
127261	it's good restaurant
13128	bar six lemonade.. yes! but, beware- it's large
44236	on sunny sunday at noon consider this place for brunch. the menu is always great. day or night. this is neighborhood fixture. sit in the sun-filled back under the skylight.
17620	one bathroom smells like an orange creamsicle, the other does not. which will you choose?
13095	the bisteeya is the clear winner here. flaky moroccan meat pie
24436	super cute and inviting during the day. i recommend eggs florentine with crispy bacon on the side for brunch.
616	one of my top go-to spots for dinner in the east village (the other being casmir). i always go for: strip steak medium rare, béarnaise sauce, fries, escargot, cabernet. (ps: decent brunch too)
11466	forget the hour+ long wait at clinton st. bakery. $10.95 for brunch here includes coffee oj and you're not surrounded by the yelp crowd
8756	the merguez couscous is great, love this spot.
72	remember to go check out ceci-cela at 55 spring st (btw lafayette and mulberry) in new york. (ps: added from my iphone!)
72	the hidden back room (it took me three years to realize it was there!) is great for quick lunches or mid-day meetings over tea
72	sit by the front (open) windows in summer -- there are so many great places in the area that it's great for people watching
80104	love first sight!
82569	we love the vegetarian platter \u2013 3 dishes with tahini dressed salad is the perfect lunch time treat.
57576	this guy brought falafels to the usa. not only the best and cheapest, but it's just magical. try falafel with hummus sandwich for $3 then i'll take thank you notes ;-p
2637	mamoun's is the best place to have falafel or shawerma. om nom nom nom.
5009	ridiculously cheap falafel for the quality. drop by if you're in the neighborhood and looking for cheap, tasty, and relatively filling snack.
23264	get the falafel pita and the shawarma pita = $7.50 some of the best food\/late-night food\/street food in planet america
31304	solid. hot sauce is real hot though casual warning
24915	obv the falafel but the chicken is also delish!
9039	get the falafel...duh! the chicken kabob is pretty good too btw.
231935	2.50 falafel in 30 seconds. great food for late nights or quick lunches.
185945	great!!! best hot dog in the world!!! cheap, quick and excellent!!! must see and check point in new york if you are hot dog fan as myself
47178	best late-night-post-bar food ever.
87196	hotdogs are amazing. leave the hotdog carts alone
202050	recession special isn't bad at all. two hot dogs and drink for $4.45(tax included)
72	mario batali's first restaurant
86693	monday-tuesday complimentary wine with your meal!
208163	nicole is the best waitress in nyc... ask her recommendations and pairing suggestions for both food and wine.
2720	cheap cheerful. excellent italian comfort food.
462	great steaks and hang out bar.
219604	don't bother with the bar.
105569	service was pleasant but slow. steak was delicious.
6243	i loved the new york, steak tuna tartare.
257034	scoop can consist of two flavors you want -- and still the same price
135005	try the taro flavor, it's refreshing way to end meal. super delicious.
163242	black sesame + green tea ice cream. nom nom nom.
107013	zen butter best ice cream you'll ever have
10565	red bean ice cream is great- don't let the
13259	try the yummy tomato eggplant soup. (it's vegetarian!)
90033	try the macaroons! tasty treat to top off your meal.
82569	elegant evocations of regional mexican fare, from the legendary mole known as manchamanteles (\
28357	order lots of guacamole and appetizer, entrees are so so
43410	sit at the bar, chat it up with the bartender and you'll get the best margaritas on the rocks...plus you have get some guacamole!
47178	bit expensive and touristy, but the food is always yummy. try the double pan fried noodles!
23677	try the mojito's.
47991	dragon roll is the shit! anything with eel is good.
201938	pulled pork sandwich is the bizness!!!
72	pho suon nuong (combination rice noodles soup with grilled pork chop): much needed for those cold, cold lazy sunday lunches (5 degrees out!)
193062	best pho i've had in nyc yet
72	have read about this place twice today (once from jexe). need to try more such places in my hood
105569	i ate the whole plate. the whole plate. #12 beef + noodle + broth.
107013	the food is delicious. overall experience could be better, not fan of the top 40 radio commercials, but highly recommend if in the area looking for great, cheap bite.
72	that one day you're feeling especially fat, come here and get your choice of burger and\/or philly cheesesteak and\/or hot dog (and is better)
8466	i like to get turkey burger on an english muffin.
132611	the best! and i mean the best burgers in nyc period!
47683	one of my favorite burger places. opt for the classic along with gravy cheese fries.
14912	i got the soul burger--a bacon cheeseburger with ham and fried onions. loved it.
14912	the eastsider is their specialty, and it's pretty darn good: bacon, ham, mushrooms, tomatoes, and fried onions.
41557	sweet potato fries with mayo, bacon cheddar burger and an ice cold stella!
10565	bacon cheeseburger is big, and delicious. sweet potato fries!
48682	not that great, tastes like meatloaf
24436	really fantastic choices for brunch! try something you normally wouldn't.
1509	have the poached eggs salmon over potato cake. yum!
34450	seriously wonderful ev staple. get the schnitzel or the hanger steak (the price is steal!)
3125	not 24 \/7 anymore! kitchen closes at like or on weekend nights
64130	americano, eggwhite omelette with spinach, tomato, and feta, wheat toast, well-done homefries. curative for most hangovers.
1509	rarely ever wait, breakfast till 4 everyday including remarkably yummy oatmeal free wifi. also, open 24-7, hooray.
1090	best brunch in the ev. outdoor seating when it's warm out!
30502	the steak and eggs is terrific!
28806	great brunch spot. sit outside, nurse cup of coffee (and\/or hangover) and order the smoked salmon and cream cheese omelette. delicious.
953	best steak (and eggs) brunch in the area, weekdays too.
22141	the smoked salmon with eggs, potatoes, and hollandaise sauce is amazing. so is the brioche french toast. best brunch i've had in nyc!
51375	try the pomegranate sparkle! it's very delicious.
193062	the pumpkin pancakes with cinnamon yogurt were scrumptious, great poached eggs florentine there as well.
132546	they are open late. and down my street. yay
49206	pumpkin pancakes were great. the side of sausage is verry good. omlettes are good too. the feta and olive especially.
28925	peking pork chop and salt and pepper squid. the end.
105313	amazing, worth every (and it's redic cheap!). huge portions. i love the crunchy noodles with duck sauce, pan fried noodles w\/ chicken, honey crispy chicken, broad noodles! but everything is great!
30792	amazing pineapple duck! the food comes out within minutes of ordering (kinda creepy). this place is 24 hours and so far the food has always been excellent. and they give you free tea too!
59479	beers after 4am? go downstairs. the egg drop soup is gray.
60041	late night beef chow fun, szechuan shrimp, broccoli w\/ garlic sauce --- best chinese food in the city, do not be fooled by imitators, go downstairs
11947	try the fish tacos... pretty amazing!
1319	if you come here late enough, you might see supermodel with just little bit of cocaine under her nose. also the doner kebab is delicious
21380	i don't want to proclaim this spot as the best turkish food, i definitely proclaim it the best donna kebab spot and turkist desert, soooooo good. after long night on les and you're starving, this hi
72909	stuffed grape leaves and lentil soup, yummiest!
50152	get the lentil soup!!
49206	get the doner kebab. it's amazing.
57981	try the simple lentil soup, lahmajun, shepherds salad... and camilica, real turkish soda
26060	one of the best brunch specials in nyc
48143	try the el vocho!
26060	one of the best brunch spots in nyc.
216812	their white sangria is amazing. order the pescado la talla \u201czihuatanejo\u201d ... catfish, saffron rice, green beans (my favorite part, i don't know how they cook them!).
64130	fantastic back garden room that seats 20+ for private parties
27297	amazing sweet potato fries maple dipping sauce.
42406	great happy hour: 2-4-1 until 8pm and great cocktail list!!!
33560	the staff is super rude but the pastries are pretty good.
63432	awesome cupcakes
11075	the cupcakes are great, but i luv the pumpkin whoopie pie, sugar cookies icebox cake. yum!
17239	umit benan, famed turkish designer:
62266	only when something to celebrate, avoid during weekends, super busy. take the carrot cupe cake, your day will be all good!
11372	the cupcakes taste like stick of butter. get the bread pudding or coconut cake with cup of coffee.
37391	let's hit up magnolia and mack on some cupcakes.
16769	it's all about the banana pudding. go ahead and get large. thank me later.
134	eat here. diet at home. enough said.
25094	great steak and all the fixins. lively atmosphere but seems bit formulaic (as if it were chain). (3 of 4 petals via fondu)
151828	if you don't mind the lousy service where the server is missing 99% of the night and don't mind waiting 30 mins to get your order taken then this is the place for you!
165056	i agree with jason v.
74287	great food and service...come here every sat after the gym
27297	the veal parm is pretty darn good.
104	the sign might say
20964	for those nights when you want to sample rnage of sakes and hideaway.
9962	try the pink milky thick rich beni kanbai nigori sake. u might really like it.
18652	great brunch on sundays!
20186	i ounce ate about thousand oysters
190590	imho best bagel in nyc. everything bagel is beyond words.
197936	great bagels, though they are enormous.
167730	great bagels, but overpriced. they charge an extra .10 just to slice your bagel. 2nd favorite in the city.
49297	cute, cozy cafe... good, reasonably priced snacks. $5 organic breakfast egg roll... real winner!!
72	date spot at good enough to eat -- home cooked food, cows everywhere...feels like you are eating at farm. (sit on the window bench by the bar and watch passersby as you eat!)
2374	mac and cheese: decent. not awesome, but worth having.
20537	cheese grits = amazing. order bloody mary with whatever your breakfast pick is, add bacon jalepenos
19066	worth the wait, best breakfast i have had in nyc! the place inside is chilled, the wait staff friendly, deserts crazy good. don't worry the line moves fast!
19522	espresso here is really good (you can trust in brazilian opinion on this!). tasty, creamy, right temperature. really good!
50489	definitely was good enough to eat, but i not sure it warrants the lengthy wait. the tuna melt was certainly one of the best in new york and the hot apple cider is nice. (3 of 4 petals via fondu)
48651	get the wall street omelette... and #occupy it.
105848	anne's bloody mary is must!!! best i've ever had!!!
56533	best bacon in the city.
20537	cheese grits = amazing. order bloody mary with whatever your breakfast pick is, add bacon jalepenos
25807	aaron is awesome. in addition to being an amazing waiter and funny, he also meows and makes monster sounds. best. ever.
32880	combine hometown diner with the west village and you get westville. try any of the pies.
149548	kind of can't go wrong w\/ anything, but the turkey burger is the best in nyc by mile
170	pork chop: meh. salmon: awww yeah!
32880	the pumpkin pie is awesome. and i know my pumpkin pies.
93379	salads are so fresh.
47568	brunch fav. breakfast burrito with blue moon! mac and cheese and their veggie choices are also amazing
40407	great diner food at any hour. port-cheddar burger. nothing like it.
51939	best for late night post-drinking food, early morning breakfast, or dinner when you're broke!
13953	open 23 hours every day :=)
11729	always go to the grill and order the seafood bouquet!
45719	love this for big steak when in nyc
114319	go to the grill when flying solo and ask for pat
198603	go to whiskey blue after. great spot on the w on 49th lex
429	the porterhouse
90894	get the hot fudge sundae in the unlikely event you saved room for dessert.
59283	single malts, the best steaks... i mean what else you can possibly ask for...
212	try the new york steak and lobster in the 1% tonight! (via @foodspotting)
152611	filet mignon with keith's sugggestion: spicey english mustard. i was skeptical. its damn good
2022	try the choriqueso (via @foodspotting)
22617	they have new sun roof on top floor. nice!
82720	make sure you allow lot of time between your reservation and your next activity... it's lot more than just restaurant, but the wait is worth it!
98821	wow! not going here again. theme is fun decor is cool..but the service sucks!! waited for almost an hour for our food which was mediocre at best..and waaaayyyy over priced!!
72658	visit enchanting
56771	left because service is horrible....don't waste your time.
1319	they got no mexicans and no radio. i call bullshit.
7224	black cherry frozen margarita!
39408	best carnitas in the city hands down
29123	jersey (i spelled that wrong) is the best! kick-ass quesadillas, fajitas, guacamole, and salsa! do the short wave margarita!
55222	get the chimichanga. get it with plantains. get into delicious vegetarian.
159682	jane is loyal to their local customers! amazing food...
56276	french toast sets the bar sky high... as does their lobster benedict
49805	devour the strawberry butter with no abandon!
159682	pop singer official hanks old stomping ground.
141794	brunch on sundays even with reservations r still crowded. wait until 2pm or so when it's calmer
27297	the french toast is heaven. nearly bread pudding!
60486	the gnocchi is an orgasm for the mouth.. make that multiple!!
15193	french toast in crème brûlée batter is fantastic!
65107	get dark 'n stormy (or two) to cap off good night.
12382	try the dirty gin martini stirred, not shaken they know how to do it right here... (via @foodspotting)
97744	the omelettes are awesome
713	eric friedman has not been going here longer than me
122027	the best cheesburger isnt here but five guys. really! here potatos miss salt, and service is normal.
9	burgers are decent, but not the best ever. little over-rates i think!
62734	jg melon for nightcap with burger and jukebox
68798	best burgers on the upper east side. whenever i go here, i always run into someone i know from prep school or who went to buckley or hewitt. small world
66541	arguably the best hamburger in upper east side. some would say in the city.
15741	awesome burgers and bar! ask for faisal at bar, he was fantastic bartender.
56184	great burger, get it with bacon, no lettuce or tomato. worth the price. cottage fries are good too.
193062	pretty decent burger here.
190646	best burger in nyc no question! have two
8756	there may be better burgers in nyc, but melon's burger is classic and amazing. you will not be disappointed.
58220	the lo-carb burrito was great (3 of 4 petals via fondu)
53930	the egg on roll here is the best in the city.
53930	they make the best egg on roll in the city.
67149	you can make post-theater reservation by name of show if you don't know the exact time you'll get there.
58	i know you want lobster roll, but that's the wrong move here. at mary's you want to go for whole fish. ask your server which one, they'll know what's best today.
11372	best lobster roll in nyc. whole bronzini is the 2nd best dish. sundae's are amazing too.
22056	sardine special was great. lobster roll too. deep fried oysters and clams were only ok. sliders were fine, not overwhelmingly great, but not bad.
62068	lovely brunch gazpacho!
107530	i'd vote for the fish taco's as well. the lobster roll is very good, but too mayonnaisey for my wife. and the lobster knuckles are fun and tasty if you are skilled at removal.
11372	harryh is right, best lobster roll in the city but the star is the whole grilled daily fish. i prefer the bronzini!
54073	mfc is weekly staple. grilled whole fish, fish tacos, cockles, lobster knuckles...all good!
215619	lobster roll is good, for the price my vote is for luke's in e vill.. fish is worth your time $$
12991	the salmon is amazing!
72	french her at cafe lalo (what?! i'm talking about the dessert!). probably after dinner at some place in the hood like good enough to eat
13095	rosemary olive oil at the tables fantastic
209173	cakes here are great. and so this there food. you have to come and try it
76559	try the... well just try everything. enhance it with cappuccino an shot of grand marnier. yum!
49343	delicious lemon meringue tart
36514	make reservations!
135368	amazing amazing amazing at all hrs of the day!
26055	i want to say coming here for breakfast is good idea, but it just really isn't
45830	try the food.
57576	black and blue. period.
43783	they took my plate before i was finished
29020	still havent figured out what i like to order here
24317	excellent food and all you can drink sangria for under $15. the perfect brunch.
53109	amazing brunch. delicious latin american dishes and all you can drink sangria.
28196	favorite upper west side drunch spot. cheap the sangria keeps flowing throughout the duration of your meal. the food and portions aren't the greatest but cocktails make up for it.
175941	try the earthy tasting spanish harlem sangria on cold night. yum!
196154	definitely worth the trip uptown. awesome brunch!
