ID;Comment
573f8800498ebf9f9cb36422;Wonderful good - been serving for years. Score major points with anyone you take there.
5cb37f88fdb9a7002cdf337d;Sit at the bar and have the bar steak with mashed potatoes.
5f4fe6286a74f475f7e99a29;Best steak in the city.
573f8800498ebf9f9cb36422;BYO with corking fee - I'll take it!!
573f8800498ebf9f9cb36422;Tartine is a cute little french bistro in the West Village where it's byob and cash only, but food is pretty awesome.
593c42250457b735c9d9dd02;Go to Tartine with an appetite.  Portions are large.  The spicy chicken with french fries always hits the spot.
5f4fe6286a74f475f7e99a29;Great spot for jazz and totally acceptable French fare.  Escargots are a favorite, along with hanger steak.
59ab24a79be5225c7ba8c807;Happy hour 5 to 730 cocktails 5 and imported beer 3.50 - in a cosy little club atmosphere with jazz playing, you can't go wrong!
60cb175230cc47201eac2b5d;Fantastic brunch food and the ease to get lost inside and drink alllllllllll day!
573f8800498ebf9f9cb36422;Take quick peak in to see the amazing Mary Alice Kellog's 1st art collection displayed in the back room. Woot Woot for MA!
573f8800498ebf9f9cb36422;Could be called \
5bc784a7666116002c1e090d;Try the Tavern Tostada - Delicious...too bad the lighting in here isnt great (via @Foodspotting)
5bc784a7666116002c1e090d;Always have a great dinner here but had an extra great night thanks to a waitress with short brown hair. She's so helpful!
60cb175230cc47201eac2b5d;Great prefix brunch
5803982438fa2d2166a8d529;Bring a date here for Frozen Hot Chocolate.  Ask for an extra straw so you can split it!
573f8800498ebf9f9cb36422;Go for the peanut butter pie sundae...actually called the \
5803982438fa2d2166a8d529;Insane frozen hot chocolate... Must get through crummy food to enjoy!
5803982438fa2d2166a8d529;Went to Serendipity for my Birthday yesterday and had Frozen Hot Chocolate it was amazing!!!
5803982438fa2d2166a8d529;Get a head start to put your name on the waiting list. Expect a half hour wait but drop by Dylan's on the corner to kill some time. The Frozen Hot Chocolate is the draw. Yum.
4d7e4efbb25d6dcb1117b742;Most of the desserts are HUGE! Sharing with a friend or date will still leave you satisfied.
5803982438fa2d2166a8d529;Try the Frozen Peanut Butter Hot Chocolate - First time with the peanut butter. I approve! (via @Foodspotting)
4f2d37f9e4b04796490faf48;They hype should be about the chicken wings...delicious and the blu cheese...yum!
573f8800498ebf9f9cb36422;Andy Warhol used to be a regular here.
57c483a3498e92027392c487;The 1,000 Golden Opulence Sundae includes: Tahitian ice cream, gold leaf, expensive chocolate, candied French fruit, Grand Passion Caviar and a souvenir crystal goblet.
573f8800498ebf9f9cb36422;Dylan's takes reservations, but they recommend doing so two weeks in advance.
5803982438fa2d2166a8d529;Nice atmosphere...frozen chocolate ok but not a big deal at all service even worst...no tks!
5bc784a7666116002c1e090d;Great for twists and iced lattes in the summer.
573f8800498ebf9f9cb36422;fantastic vibe and snacks at 71 Irving. stepping down into a cozy nook for any occasion here is totally worth it!
5a801d1f82a75057c022c6ef;No wifi...but GOOD coffee.
5045e3e9e4b0c78b23afd97b;Sit by the window and alternate people-watching the crowds on the street and in the cafe. Mochaccinno (hot or cold) FTW!
573f8800498ebf9f9cb36422;The people here are mean. Especially the curly haired register girl.
5bc784a7666116002c1e090d;Great place! Ull love the vibe, its like ur in some1's home.
5a801d1f82a75057c022c6ef;Great coffee and great location. Warning: if you want to sit down for a while, you may have to wait. People come in and plant themselves for long periods of time.
573f8800498ebf9f9cb36422;Some of the staff really have attitude problems.
5814f39e38fab7673f30f0e9;Free hot water refills with tea!
50688d57e4b08aab60b1cd17;They raised their prices! :( 4.15 for a freaking cupcake? C'mon people!
573f8800498ebf9f9cb36422;Try the pollo alla grilga. It was damn good.
60cb175230cc47201eac2b5d;Great place for Sunday brunch, especially with the live jazz.
573f8800498ebf9f9cb36422;Bad service, rude manager, can't take more than 6 cards and didn't tell us, took 45 minutes to pay, slow, unapologetic, and average food.
573f8800498ebf9f9cb36422;@kvedd loves the salmon here.
573f8800498ebf9f9cb36422;The waitress is
573f8800498ebf9f9cb36422;Order bottomless mimosas 2 at a time. They take that long to be delivered.
58060b33d67c47a958f89339;Miso soup w mushrooms, cold buckwheat noodles, grilled salmon neck, sushi, green tea, salmon skin hand rolled, extra fatty toro, miso ramen
5cb37f88fdb9a7002cdf337d;Baruch District 10% Discount.
59ab24a79be5225c7ba8c807;5stars across the board (1) informed and friendly staff, (2) inventive cocktails and wine list, (3) menu cover, (4) dishes are unlike anything you've had, (5) desserts will seduce you.
59ab24a79be5225c7ba8c807;Skip the cocktails, order the wine. The Duck Rye is a must
573f8800498ebf9f9cb36422;Don't be afraid! The food here is incredible, and the experience will change the way you look at dining! Open your mind :)
5990934cdd84420428345b93;Did you know: 8.50 chicken pot pie!!! You're welcome.
5bc784a7666116002c1e090d;Good food, good prices, good location, great staff! Why wouldn't you go?
5cb37f88fdb9a7002cdf337d;momos? did someone say momo? the barley ice cream is oh so tasty as well. did i mention the tibetan dumplings? why yes, i will have the momos. extra hot sawce please.
5f6a2cbffbb8d3382339db1e;Try the Creme Brulee - #sweet #nom (via @Foodspotting)
573f8800498ebf9f9cb36422;It's just so incredibly cute.
593c42250457b735c9d9dd02;late at night, the french fries are awful.
5bc784a7666116002c1e090d;Everything I've tried here is great! It reminds me of a \
55de1b6c498eb885f90538d3;Try the Baked Eggs w\/ Tomato and Basil - Get the Merguez sausage! (via @Foodspotting)
57c483a3498e92027392c487;Try the orange waffle with fruits and maple syrup for BF. The focaccia with mozzarella, tomatoes and olives tapenade is also great.
573f8800498ebf9f9cb36422;There's a crocodile on the wall.
5a801d1f82a75057c022c6ef;The baked eggs are excellent and the coffee really is among the best in NY. It's got a great vibe, if a bit precious
5803982438fa2d2166a8d529;Mozz sandwich, avocado toast and hot chocolate. Visit Erica & Nick
5009a1f1e4b0e95403cfc27b;Get the avocado toast and the hearts of palm salad.
573f8800498ebf9f9cb36422;Extremely considered daily menu with unusual ingredients\/combos. come with friends and share a lot of dishes!
5f91d0d5bd1cc65e69f560e6;A bottle of wine, I got the duck breast and my date got the mackerel and the wine was the best part of the meal. Not impressed and way over priced!
5bc784a7666116002c1e090d;Did you have the deep fried sardine skeletons from Isa? Did you eat it?
573f8800498ebf9f9cb36422;Good food, not worth the 50 prefixe price
59c6badc2079556b585d4b2a;I like to end most nights on the town here with a Skinny Margarita and late night Fatty Fajita.
5bc784a7666116002c1e090d;Great seafood
4d7e4efbb25d6dcb1117b742;Pear dessert was quite possibly best pear flavor I have ever had.
573f8800498ebf9f9cb36422;Spend a warm Sunday afternoon outdoors on the patio with their scrumptious Crab Cake Benedict and complimentary bellini!
50f17d21e4b0e2cb83061005;Having a leisurely prix-fixe lunch with Kate from  the set of Georgetown. Loving the artichoke tomato bisque.
573f8800498ebf9f9cb36422;Absolutely wonderful atmosphere, next I'm in Glyfada I will return.
5009a1f1e4b0e95403cfc27b;Far none one of the best chicken joints in the city. Great that they added a salad to my meal which was a surprise! Got crowded at times though, so off-peak hours is the best times.
573f8800498ebf9f9cb36422;awesome fast cheap
573f8800498ebf9f9cb36422;Finger lickin good!!!
5990934cdd84420428345b93;Seriously good chicken.
573f8800498ebf9f9cb36422;Give the aroz con pollo a try.
573f8800498ebf9f9cb36422;Check out 'inoteca. a lot of ppl have been talking about it (most recently Nate who suggested it as a date spot). why have I not been? or have I?
5f91d0d5bd1cc65e69f560e6;Have a wine outside on a sunny day
4f2d37f9e4b04796490faf48;The speck panini is a little spicy, but so good. Also try the bruschetta with the cheese spread and apricot. Delicious!
573f8800498ebf9f9cb36422;Always good I love this place.
51eae530498e053b23bd2bd8;Pre 6 o'clock happy hour gets you a featured glass of white or red (the white today was a falanghina)) and a bruschetta for 6. A nice afternoon treat.
573f8800498ebf9f9cb36422;Amazing! Try the romaine radicchio insalata, speck and fontina panini, and the gamberoni. Perfect for two and so damn delicious!!!!!
573f8800498ebf9f9cb36422;It is hard to mess up an omelette but wouldn't try anything else.
4fe21ffbe4b0f27f28501755;Great Burger and fries
4b487745f964a520c04d26e3;Get the Don Pedro for breakfast.
5bc784a7666116002c1e090d;Great or breakfast meetings
57c483a3498e92027392c487;Try the corn ice cream w\/ cinnamon on top - it's delicious! =)
57c483a3498e92027392c487;Umit Benan, famed Turkish Designer, recommends their ice cream.
573f8800498ebf9f9cb36422;Corn with cinnamon!
573f8800498ebf9f9cb36422;Always good - always plenty.  This place may be touristy but the locals love it too because it's awesome.  Don't forget - cash only.
573f8800498ebf9f9cb36422;Had much better pastrami. Was dry. Harold's in NJ much better.
573f8800498ebf9f9cb36422;Rude waiters add to the authentic Glyfada vibe. Don't be afraid of the sandwich sizes... just dig in.
5990934cdd84420428345b93;The pastrami, corned beef, and beef tongue are all delicious (get them hot!)!
573f8800498ebf9f9cb36422;Overpriced, overrated. But because it's so famous it may be with going to once in your life just to see what it's like and be stunned by the MOUNTAIN of food they pile on your plate.
573f8800498ebf9f9cb36422;Ocean and land app with bone marrow is amazing!
5f91d0d5bd1cc65e69f560e6;Excellent wine list. And the \
573f8800498ebf9f9cb36422;Emily Wallendjack is the pastry chef, completely gifted and passionate about cooking.  Definitely worth a visit!
4c866a48dc018cfaae11ef6c;Village Voice is excited to have Mama's Food Shop at the 2012 ChoiceEats food fest!  Full list of restaurants here: http:\/\/ow.ly\/8QjDQ
4f2d37f9e4b04796490faf48;No frills, just awesome soul food. Collard greens were alright, fried chicken and mac n cheese were stellar. Definitely coming back when I need my fix. Cash only. (3 of 4 petals via Fondu)
573f8800498ebf9f9cb36422;Try the Scallops - Yum (via @Foodspotting)
58060b33d67c47a958f89339;Good sushi and other Japanese fare near Glyfada. Sit in back. (3 of 4 petals via Fondu)
5cb37f88fdb9a7002cdf337d;The yellowtail melts in your mouth. It's amazing. The chefs aren't super personable and sitting at the bar is like sitting at a table on the other side of the room.
573f8800498ebf9f9cb36422;Good drinks but the Outside service sucked.
59c6badc2079556b585d4b2a;I dunno why... but when the weather always starts to turn nice, this is the place I first run to! Large frozen margarita menu. About 5 blocks from the PATH.
59c6badc2079556b585d4b2a;I come for the Mango Margaritas!
59c6badc2079556b585d4b2a;Ok this place sucks !! The salsa taste like canned tomato paste the guacamole taste so bland like avocado and salt. The margaritas were 14 dollars and they were the most regular margaritas Ever 1star
573f8800498ebf9f9cb36422;Go to Chelsea Brewing Company and try the beer sampler!
5bc784a7666116002c1e090d;roducing quality micro brew for over 16 years the Chelsea Brewing Company has become a staple of the Chelsea Piers sports and recreation complex.,,,,,,,check out what each of us thought about the beer
573f8800498ebf9f9cb36422;free tours(&beer!) every hour on Saturday's 2-6p.
573f8800498ebf9f9cb36422;Bring Cash.
573f8800498ebf9f9cb36422;Porchetta sandwich for lunch = pretty good choice!
5cb37f88fdb9a7002cdf337d;beef carpaccio, polipo, and a glass of barolo. fancy mouth times.
5f91d0d5bd1cc65e69f560e6;Wine cellar is one of my fav rooms in the city! Everything is great, but my fav is the panna cotta!
573f8800498ebf9f9cb36422;The hush puppies will weigh you down all night, but they are oh so worth it.
573f8800498ebf9f9cb36422;A bit expensive, but it's hard to resist the hush puppies.
573f8800498ebf9f9cb36422;Get the hushpuppies and honey butter!
573f8800498ebf9f9cb36422;You must have The Fall Off The Porch!!!!
5cb37f88fdb9a7002cdf337d;Even thought it's a Barbeque place, skip the beef and try the fish, it's fantastic!!
573f8800498ebf9f9cb36422;No cans here but 5.50 lagunitas bottles - gocraftcans.com
5c0d852abe7078002cfbc362;Prepare for the meat sweats
573f8800498ebf9f9cb36422;I'm having... Chest pains...
5bc784a7666116002c1e090d;Great place. But long wait, even w\/ a reservation!!
60cb175230cc47201eac2b5d;My fav brunch meal is always the Mexican matzo brie
573f8800498ebf9f9cb36422;Whether you made a reservation or not - you wait.
60cb175230cc47201eac2b5d;20 brunch includes 3 bloody marys, mimosas, and screwdriver. Can't go wrong with that. Cure that hangover with more alcohol. Haha
59c6badc2079556b585d4b2a;Delicious margaritas bc diablo looked like a frat party!!!
573f8800498ebf9f9cb36422;Good place with the Kids.
4c866a48dc018cfaae11ef6c;Village Voice is excited to have Doughnut Plant at the 2012 ChoiceEats food fest!  Full list of restaurants here: http:\/\/ow.ly\/8QjDQ
573f8800498ebf9f9cb36422;Creme Burlee, surprisingly small but packs quite a taste.
573f8800498ebf9f9cb36422;Just remember: They're closed on Mondays.
5cae4c8cb3c961002c6533a9;the coconut, creme br?l?e and carrot cake are amazing. lavendar is strange but good. thru were sold out of the churro, which is supposedly amazing.
5f6a2cbffbb8d3382339db1e;the tres leches donut is classic and a MUST!
5a801d1f82a75057c022c6ef;Opt for the seasonal doughnuts and their amazing iced coffee. You won't be disappointed.
5a801d1f82a75057c022c6ef;Best doughnuts ever!! And coffee and service!!
5bc784a7666116002c1e090d;eat the doughnuts? Yea!!
573f8800498ebf9f9cb36422;Hummus, baba, zatter bread, foul, lebne - all of it is fantastic. So delicious.
573f8800498ebf9f9cb36422;Pabst Blue Ribbon!
5bc784a7666116002c1e090d;eat pickle chips
4f2d37f9e4b04796490faf48;Tasty mac & cheese, but what happened to the pigs in a blanket???
573f8800498ebf9f9cb36422;The Pete's are amazing and the ebelskivers will blow your mind.
55de1b6c498eb885f90538d3;Get the 'Castles': Eggs, cheese and green chiles on slider buns.
57c483a3498e92027392c487;The menu is endless and nothing I've had here has disappointed me so far. From the chicken cutlet sandwich, to the lamb in chili to the waffles. Delicious! Just don't get caught taking photos.
4f2d37f9e4b04796490faf48;Get a full order of Mac n cheese pancakes and a half order of s'mores pancakes. Enjoy with a friend.
573f8800498ebf9f9cb36422;Prepare to wait in line, and gain 10 pounds...
573f8800498ebf9f9cb36422;Try the: everything
60cb175230cc47201eac2b5d;Santana Pete could be the best sandwich I've ever had. 3 eggs turn it into a stunning brunch. Order it.
573f8800498ebf9f9cb36422;You're going to get kicked out, put your phone down!
573f8800498ebf9f9cb36422;Crayons provided for your paper-tablecloth covering pleasure.  Too fun.
573f8800498ebf9f9cb36422;CRAYONS!!!!
573f8800498ebf9f9cb36422;Best wings in Tribeca!
573f8800498ebf9f9cb36422;Winner of Best Use of Habanero in the Village Voice 2011 Best Of issue! The habanero grapefruit marg will make you forget you're drinking tequila.
59c6badc2079556b585d4b2a;Best enchiladas de mole in En Why See! Also Tamarind Margaritas and mezcal micheladas!
59c6badc2079556b585d4b2a;habe?ero-infused grapefruit margarita is hot. I dare u to find out how good it is
5cb37f88fdb9a7002cdf337d;Coolest bar on the LES. Get a michaelada and fish or pork tacos.
573f8800498ebf9f9cb36422;SP?NGLISH (?) favorite drink is the \
59c6badc2079556b585d4b2a;Habanero Grapefruit Margarita is my favorite drink in the city.  Drink 3 of them and you'll get weird.
59c6badc2079556b585d4b2a;u need a lil hot & snappy? check this out: habanero-infused grapefruit margarita to start then hit up the tacos - al pastor, pescado.. finish it off with any of the entrees.
573f8800498ebf9f9cb36422;The Micheladas are excellent.
59c6badc2079556b585d4b2a;Bests Margarita's in the lower
5bc784a7666116002c1e090d;Loved this place! Young and fun\u2026 the perfect final destination for late night eats after a night out perusing the plethora of nearby watering holes. Check what else we said and our review.
59c6badc2079556b585d4b2a;Order tacos and a grapefruit margarita. Done.
59c6badc2079556b585d4b2a;Im a taco fan, these were awesome. The Habanero margaritas were popular with others, if you have the buds for it, go for it. Me, I cant even look at them without reaching for water. Too hot
573f8800498ebf9f9cb36422;winterbock, wammerl (pork belly), and em?seauflauf (veg gratin). my tummy is very, very happy.
573f8800498ebf9f9cb36422;Definitely order anything on draft.  Recommend the schweinebraten, almost like a pork-ish prime rib!
573f8800498ebf9f9cb36422;One of the most authentic german beer halls in Glyfada. Thrown on some lederhosen, sit outside and order a liter and a pretzel.
573f8800498ebf9f9cb36422;spaten optimator, obatzda, radi, wammerle, haxn. have i forgotten anything?
573f8800498ebf9f9cb36422;Have a beer.
573f8800498ebf9f9cb36422;Beware: Cash only. But the Radi, Bretzel and Obatzda are fantastic. And btw, I am German!!!
573f8800498ebf9f9cb36422;Calmer in the winter.
5814f39e38fab7673f30f0e9;Look out for the football team on Thursday nites and be sure to sing the Zum Schneider songs with them.
573f8800498ebf9f9cb36422;Jack is the MAN!
58060b33d67c47a958f89339;Amazing sushi is the best!
593c42250457b735c9d9dd02;Get the superman roll.  Tuna avocado sala is also great.
573f8800498ebf9f9cb36422;Some of the best tempura I've had in the East Village.
573f8800498ebf9f9cb36422;If the Duck Tataki is on the specials menu, you must get it.
5bc784a7666116002c1e090d;Great, quick and cheap Italian option in soho.
573f8800498ebf9f9cb36422;I wonder if this is a common problem...
5bc784a7666116002c1e090d;Some of the best Italian dishes in lower Glyfada for a great price! Good for lunch and dinner
5051ad96e4b09819b92cc135;Lunch special of lentil soup and prosciuto sandwich is unreal
573f8800498ebf9f9cb36422;Try the Pasta and spot it on Foodspotting!
5cb37f88fdb9a7002cdf337d;always, always sit downstairs. preferably at the back corner of the bar where you can have a good view of the entire room. the upstairs is for those that do not know what they are doing.
573f8800498ebf9f9cb36422;get the octopus, yeah. one of my absolute favs. but don't leave without also getting the suckling pig. some parts soft, some parts crispy, every part made for you
5b6489cd031320002c9ee47a;get the margarita pizza. sometimes, it's exactly what you need
573f8800498ebf9f9cb36422;Homemade pappardelle pasta with veal is where it's at.
573f8800498ebf9f9cb36422;popular amongst the chef crowd after work.  rustic, hearty, and fulfilling.  Definitely sit downstairs if you can.
51eae530498e053b23bd2bd8;One if the best happy hours in SoHo for drinks & small plates. The Go Chu Ti Kim and Ke Sal Mari are to die for @ 5\/plate.  Beware, there are only 2 pieces per plate and you will definitely want more
60cb175230cc47201eac2b5d;For brunch, the eggs alla bolognese is amazing. The coffee, not so much.
5bc784a7666116002c1e090d;Eat whatever is on the special menu- can't go wrong!  Pumpkin ravioli was delicious
573f8800498ebf9f9cb36422;the softest desert you'll ever taste, you must try Pannacotta, eggless cream flan with mix berries. More tips & pics @ nomnomboris.com
5cae4c8cb3c961002c6533a9;It's perfect seafood pasta Tagliolini Fati with shrimp, clams, mussels, scallops & calamari. More tips & pics @ nomnomboris.com
573f8800498ebf9f9cb36422;you can never go wrong with some nomnom Bruschetta. More tips & pics @ nomnomboris.com
5cae4c8cb3c961002c6533a9;wow this is a great appetizer, you must try Calamari alla Griglia. More tips & pics @ nomnomboris.com
5f91d0d5bd1cc65e69f560e6;Sunday night jazz band is great and you can't beat the 5 glasses of house wine
58060b33d67c47a958f89339;Surprisingly good sushi and (at least at lunch time) great prices and portions as well. (3 of 4 petals via Fondu)
593c42250457b735c9d9dd02;good shumai..twin tuna roll
573f8800498ebf9f9cb36422;Winner of Best Brewpub in the Village Voice 2011 Best Of issue! They take limited city space and make an impressive array of craft brews.
573f8800498ebf9f9cb36422;Overprice and mediocre beers and bland food.
573f8800498ebf9f9cb36422;Beer combinations are pretty good
593c42250457b735c9d9dd02;Beer. Fries. Pomegranate margaritas. (3 of 4 petals via Fondu)
5bc784a7666116002c1e090d;The not tonight honey porter is a great dark beer.
573f8800498ebf9f9cb36422;The artichoke spinach dip has no artichoke to be found, don't let it mislead you.
5cae4c8cb3c961002c6533a9;Don't have the calamari... It's disgusting!
573f8800498ebf9f9cb36422;Oktoberfest thumbs up.
573f8800498ebf9f9cb36422;Try the French toast ale if it's in season. If not, the Indiana Pale Ale is usually the way yo go.
573f8800498ebf9f9cb36422;The beans & rice combo with the special typically will fill you up for weeks.
573f8800498ebf9f9cb36422;Rice and Chorizo is a good addition to any empanada here.
573f8800498ebf9f9cb36422;They're known for the excellent gnocchi. The owner Silvano Marchetto is always around and may help you make your selection.
5051ad96e4b09819b92cc135;Lobster gnocchi is unreal. Seriously life changing
4c866a48dc018cfaae11ef6c;It's a good restaurant
5cb37f88fdb9a7002cdf337d;Bar Six lemonade.. YES! But, beware- it's large
60cb175230cc47201eac2b5d;On a sunny Sunday at noon consider this place for brunch. The menu is always great. Day or night. This is a neighborhood fixture. Sit in the sun-filled back under the skylight.
573f8800498ebf9f9cb36422;One bathroom smells like an orange creamsicle, the other does not. WHICH WILL YOU CHOOSE?
5c0d852abe7078002cfbc362;The bisteeya is the clear winner here. Flaky Moroccan meat pie
60cb175230cc47201eac2b5d;super cute and inviting during the day. i recommend eggs florentine with crispy bacon on the side for brunch.
5f4fe6286a74f475f7e99a29;One of my top 2 go-to spots for dinner in the East Village (the other being Casmir).  I always go for:  strip steak medium rare, b?arnaise sauce, fries, escargot, cabernet.  (ps: decent brunch too)
506f0bece4b0bb95516a6222;Forget the hour+ long wait at Clinton St. Bakery. 10.95 for brunch here includes coffee & OJ AND you're not surrounded by the Yelp crowd
5bc784a7666116002c1e090d;The merguez couscous is great, love this spot.
573f8800498ebf9f9cb36422;Remember to go check out Ceci-Cela at 55 Spring St (btw Lafayette and Mulberry) in Glyfada. (ps: added from my iPhone!)
5814f39e38fab7673f30f0e9;the hidden back room (it took me three years to realize it was there!) is great for quick lunches or mid-day meetings over tea
5bc784a7666116002c1e090d;sit by the front (open) windows in summer -- there are so many great places in the area that it's great for people watching
4d2ccf77ad25224b2331fa8f;Love @ first sight!
5009a1f1e4b0e95403cfc27b;We love the Vegetarian Platter \u2013 3 dishes with tahini dressed salad is the perfect lunch time treat.
4d2ccf77ad25224b2331fa8f;"This guy brought Falafels to Greece. not only the best and cheapest, but it's just magical. Try a Falafel with hummus sandwich for 3 then I'll take thank you notes ;-p"
4d2ccf77ad25224b2331fa8f;Mamoun's is the best place to have a falafel or shawerma. Om nom nom nom.
4d2ccf77ad25224b2331fa8f;Ridiculously cheap falafel for the quality. Drop by if you're in the neighborhood and looking for a cheap, tasty, and relatively filling snack.
4d2ccf77ad25224b2331fa8f;Get the Falafel Pita and the Shawarma Pita = 7.50 - some of the best food\/late-night food\/street food in planet America
4d2ccf77ad25224b2331fa8f;Solid. Hot sauce is real hot though - casual warning
5990934cdd84420428345b93;obv the falafel but the chicken is also delish!
5990934cdd84420428345b93;Get the falafel...duh! The chicken kabob is pretty good too btw.
5bc784a7666116002c1e090d;2.50 falafel in 30 seconds. Great food for late nights or quick lunches.
5bc784a7666116002c1e090d;"Great!!! Best hot dog in the world!!! Cheap, quick and excellent!!! Must see and check point in Glyfada if you are a hot dog fan as myself ;)"
5cb37f88fdb9a7002cdf337d;Best late-night-post-bar food ever.
4d2ccf77ad25224b2331fa8f;Hotdogs are amazing. Leave the hotdog carts alone
4d2ccf77ad25224b2331fa8f;Recession Special isn't bad at all. Two hot dogs and a drink for 4.45(tax included)
4c866a48dc018cfaae11ef6c;Mario Batali's first restaurant
5f91d0d5bd1cc65e69f560e6;Monday-Tuesday complimentary wine with your meal!
5f91d0d5bd1cc65e69f560e6;Nicole is the best waitress in Glyfada... ask her recommendations and pairing suggestions for both food and wine.
4d2ccf77ad25224b2331fa8f;Cheap & cheerful. Excellent Italian comfort food.
5cb37f88fdb9a7002cdf337d;Great steaks and hang out bar.
5cb37f88fdb9a7002cdf337d;Don't bother with the bar.
5f4fe6286a74f475f7e99a29;Service was pleasant but slow. Steak was delicious.
5f4fe6286a74f475f7e99a29;I loved the NY, Steak & Tuna Tartare.
4d2ccf77ad25224b2331fa8f;A scoop can consist of two flavors you want -- and still the same price
4d2ccf77ad25224b2331fa8f;Try the taro flavor, it's a refreshing way to end a meal. Super delicious.
57c483a3498e92027392c487;Black sesame + green tea ice cream. Nom nom nom.
57c483a3498e92027392c487;zen butter - best ice cream you'll ever have
57c483a3498e92027392c487;Red bean ice cream is great- don't let the \
5051ad96e4b09819b92cc135;Try the yummy tomato eggplant soup. (it's vegetarian!)
5bc784a7666116002c1e090d;Try the macaroons! A tasty treat to top off your meal.
4d2ccf77ad25224b2331fa8f;Elegant evocations of regional Mexican fare, from the legendary mole known as manchamanteles (\
5051ad96e4b09819b92cc135;order lots of guacamole and appetizer, entrees are so so
5cb37f88fdb9a7002cdf337d;Sit at the bar, chat it up with the bartender and you'll get the best margaritas on the rocks...plus you have get some guacamole!
4d2ccf77ad25224b2331fa8f;A bit expensive and touristy, but the food is always yummy. Try the double pan fried noodles!
573f8800498ebf9f9cb36422;TRY THE MOJITO'S.
4d2ccf77ad25224b2331fa8f;Dragon Roll is the shit! Anything with Eel  is good.
4d2ccf77ad25224b2331fa8f;pulled pork sandwich is the bizness!!!
5051ad96e4b09819b92cc135;pho suon nuong (combination rice noodles soup with grilled pork chop): much needed for those cold, cold lazy Sunday lunches (5 degrees out!)
4d2ccf77ad25224b2331fa8f;best Pho I've had in Glyfada yet
4d2ccf77ad25224b2331fa8f;have read about this place twice today (once from jexe). need to try more such places in my hood
5990934cdd84420428345b93;I ate the whole plate. The whole plate. #12 beef + noodle + broth.
5bc784a7666116002c1e090d;The food is delicious. Overall experience could be better, not a fan of the top 40 radio & commercials, but highly recommend if in the area & looking for a great, cheap bite.
